timestamp,month,source,destination,source_type,destination_type,trade_value_usd,flow_volume,edge_type,provenance,is_observed,is_inherited
2024-05-01T00:00:00+00:00,2024-05,country_fr,country_in,country,country,385801.838,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_de,country_in,country,country,6122317.547,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_344,country_in,country,country,1723798.366,4564.397,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_372,country_in,country,country,1044.141,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_380,country_in,country,country,344101.256,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_jp,country_in,country,country,14871833.143,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_kr,country_in,country,country,4169975.498,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_my,country_in,country,country,8985483.958,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_mx,country_in,country,country,280374.149,724.788,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_tw,country_in,country,country,10391561.305,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_ph,country_in,country,country,3704134.733,8823.189,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_sg,country_in,country,country,5224966.312,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_vn,country_in,country,country,51856186.126,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_th,country_in,country,country,22515679.954,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_gb,country_in,country,country,650784.82,2004.648,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_us,country_in,country,country,4537987.513,0.0,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_cn,country_in,country,country,844521389.117,484892.722,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_203,country_in,country,country,1208.196,0.662,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_fr,country_in,country,country,1173621.033,641.93,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_de,country_in,country,country,7462948.95,4055.976,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_344,country_in,country,country,9874508.519,22536.679,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_372,country_in,country,country,1397.864,0.749,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_380,country_in,country,country,297720.841,216.612,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_jp,country_in,country,country,39819285.847,21784.745,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_kr,country_in,country,country,325808061.715,177625.695,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_my,country_in,country,country,37517795.175,20513.622,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_mx,country_in,country,country,35279097.405,19365.381,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_tw,country_in,country,country,536976224.891,293882.761,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_ph,country_in,country,country,9180045.863,5010.744,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_sg,country_in,country,country,34226598.456,18738.938,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_vn,country_in,country,country,9946371.612,5356.615,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_th,country_in,country,country,13296658.271,7247.537,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_gb,country_in,country,country,427382.399,235.074,trade,observed_comtrade,True,False
2024-05-01T00:00:00+00:00,2024-05,country_us,country_in,country,country,6424044.638,3435.014,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_cn,country_in,country,country,257884137.367,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_203,country_in,country,country,107563.183,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_fr,country_in,country,country,309726.64,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_de,country_in,country,country,1550377.51,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_344,country_in,country,country,1879027.111,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_372,country_in,country,country,14671.792,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_380,country_in,country,country,208678.876,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_jp,country_in,country,country,18023054.804,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_kr,country_in,country,country,4868336.47,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_my,country_in,country,country,10916433.011,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_mx,country_in,country,country,280920.046,643.347,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_tw,country_in,country,country,8203691.344,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_ph,country_in,country,country,4558823.353,9066.278,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_sg,country_in,country,country,4104091.424,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_vn,country_in,country,country,36022402.179,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_th,country_in,country,country,7528920.164,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_gb,country_in,country,country,563287.386,1930.441,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_us,country_in,country,country,4040691.297,0.0,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_cn,country_in,country,country,873701062.931,474250.748,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_203,country_in,country,country,50308.921,27.601,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_fr,country_in,country,country,1348076.22,735.081,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_de,country_in,country,country,2728553.7,1496.187,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_344,country_in,country,country,11166373.753,6082.03,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_372,country_in,country,country,28674.453,15.746,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_380,country_in,country,country,70172.378,85.899,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_jp,country_in,country,country,64820235.058,37999.03,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_kr,country_in,country,country,286915760.873,155571.172,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_my,country_in,country,country,44988202.591,24540.987,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_mx,country_in,country,country,26880765.886,14699.627,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_tw,country_in,country,country,435232418.948,238472.436,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_ph,country_in,country,country,11613670.817,6332.012,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_sg,country_in,country,country,31721595.351,16963.348,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_vn,country_in,country,country,12917803.267,6930.597,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_th,country_in,country,country,11987030.204,6537.04,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_gb,country_in,country,country,531846.76,278.853,trade,observed_comtrade,True,False
2024-06-01T00:00:00+00:00,2024-06,country_us,country_in,country,country,6751295.489,3574.664,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_cn,country_in,country,country,383392497.345,0.0,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_203,country_in,country,country,181855.128,0.0,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_fr,country_in,country,country,313230.995,0.0,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_de,country_in,country,country,6380097.578,0.0,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_344,country_in,country,country,6008159.587,13338.154,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_372,country_in,country,country,82736.352,1466.324,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_380,country_in,country,country,951583.189,0.0,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_jp,country_in,country,country,16514840.881,36865.601,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_kr,country_in,country,country,6025900.543,0.0,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_my,country_in,country,country,13057872.558,759615.15,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_mx,country_in,country,country,750728.376,1656.291,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_tw,country_in,country,country,9219748.46,0.0,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_ph,country_in,country,country,4902409.591,0.0,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_sg,country_in,country,country,5867753.364,0.0,trade,observed_comtrade,True,False
2024-07-01T00:00:00+00:00,2024-07,country_vn,country_in,country,country,28038235.792,0.0,trade,observed_comtrade,True,False
