event_id,event_date,reference_date,published_at,available_at,country,actor1_country,actor2_country,event_code,event_base_code,event_root_code,avg_tone,source_url,is_labor_unrest,is_supply_chain_relevant,source_file_date,source,vintage_date
1149157563,2023-12-25 00:00:00+00:00,2023-12-25 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,GBR,,130,130,13,-1.48973264582768,https://news.yahoo.com/venezuelan-president-nicolas-maduro-mobilizes-223927592.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157564,2023-12-25 00:00:00+00:00,2023-12-25 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,GBR,,130,130,13,-1.48973264582768,https://news.yahoo.com/venezuelan-president-nicolas-maduro-mobilizes-223927592.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157565,2023-12-25 00:00:00+00:00,2023-12-25 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,GBR,VEN,112,112,11,-1.48973264582768,https://news.yahoo.com/venezuelan-president-nicolas-maduro-mobilizes-223927592.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157566,2023-12-25 00:00:00+00:00,2023-12-25 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,GBR,VEN,112,112,11,-1.41242937853107,https://news.yahoo.com/venezuelan-president-nicolas-maduro-mobilizes-223927592.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157567,2023-12-25 00:00:00+00:00,2023-12-25 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,CHN,,CHN,010,010,01,-0.570357751277685,https://news.yahoo.com/china-xi-vows-reunification-taiwan-220733099.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157588,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,CHN,,CHN,042,042,04,-4.72862388197143,https://590kqnt.iheart.com/content/2023-12-31-us-navy-sank-3-houthi-boats-attacking-merchant-vessel/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157589,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,CHN,,CHN,043,043,04,-0.0505984266266857,https://www.originalfm.com/news/headlines/new-year-celebrations-how-the-world-is-marking-the-start-of-2024/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157590,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,CHN,,CHN,060,060,06,-5.22298972078442,https://590kqnt.iheart.com/content/2023-12-31-us-navy-sank-3-houthi-boats-attacking-merchant-vessel/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157611,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,FRA,,FRA,043,043,04,-2.62957016453462,https://www.thedailystar.com/news/national/new-years-eve-sweeps-across-mideast-and-europe-but-wars-cast-a-shadow-on-2024/article_f14e2abb-d124-5daa-9a85-321e0814046b.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157612,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,FRA,,FRA,043,043,04,0.81632653061224,https://www.pentictonherald.ca/spare_news/article_65caef70-a997-5b9e-8a6b-a9128b39ee25.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157613,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,,GBR,042,042,04,2.23880597014925,https://www.watoday.com.au/culture/celebrity/the-stepmother-strikes-back-what-to-expect-from-camilla-s-new-podcast-20231220-p5esp4.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157614,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,,GBR,042,042,04,-2.96296296296296,https://news.yahoo.com/eve-fireworks-london-watch-live-233000420.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157615,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,,GBR,043,043,04,-2.96296296296296,https://news.yahoo.com/eve-fireworks-london-watch-live-233000420.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157616,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,,GBR,051,051,05,-2.96296296296296,https://news.yahoo.com/eve-fireworks-london-watch-live-233000420.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157617,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,,GBR,051,051,05,-2.96296296296296,https://news.yahoo.com/eve-fireworks-london-watch-live-233000420.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157635,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,JPN,,JPN,042,042,04,0.910060188802924,https://www.originalfm.com/news/headlines/new-year-celebrations-how-the-world-is-marking-the-start-of-2024/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157636,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,JPN,,JPN,111,111,11,-0.153206108541385,https://www.chron.com/news/houston-texas/article/trailblazer-former-u-s-rep-eddie-bernice-18583073.php,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157670,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,012,012,01,-5.80046403712297,https://www.bnd.com/news/nation-world/national/article283700673.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157671,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,020,020,02,-4.95644385378744,https://news.yahoo.com/north-carolina-pastor-attempted-stick-212404661.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157672,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,030,030,03,0.0453238146571911,https://fox4beaumont.com/news/nation-world/new-arkansas-law-aims-to-help-new-moms-get-screened-for-depression-act-316-healthcare-post-partum-freedom-of-information-act-maternal-health-hospital-doctor-wellness,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157673,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,036,036,03,2.95857988165681,https://www.funkytaurusmedia.com/product_info.php?info=p50_funky-taurus-----george-clinton-----ufo-brooklyn---------exclusiv.html&XTCsid=h3bv39769s593c70pnjmtp7gj3,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157674,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,036,036,03,6.15942028985507,https://www.ksks.com/news/new-years-eve-live-nashvilles-big-bash-reveals-star-studded-collabs/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157675,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,040,040,04,3.84615384615385,https://news.yahoo.com/hancock-kelley-2023-end-review-221301583.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157676,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,040,040,04,0.0,https://accesswdun.com/article/2023/12/1220913/forsyth-county-public-library-to-host-discussions-on-global-politics,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157677,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,040,040,04,-1.45939086294416,https://screenrant.com/harry-potter-chamber-of-secrets-scenes-important-later/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157678,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,040,040,04,0.0,https://accesswdun.com/article/2023/12/1220913/forsyth-county-public-library-to-host-discussions-on-global-politics,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157679,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,040,040,04,-3.125,https://www.meadvilletribune.com/sen-fetterman-says-he-thought-news-about-his-depression-treatment-would-end-his-political-career/article_d99198a0-8cd2-5e00-998a-baa9158f4272.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157680,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,040,040,04,-2.8673835125448,https://www.beaumontenterprise.com/news/politics/article/sen-fetterman-says-he-thought-news-about-his-18582470.php,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157681,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,040,040,04,-3.1487463971447,https://www.ketv.com/article/sen-fetterman-thought-depression-treatment-would-end-political-career/46257909,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157682,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,042,042,04,0.398130409948276,https://news.yahoo.com/motorcyclist-hits-traffic-sign-during-185800095.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157683,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,042,042,04,2.84552845528456,https://abcnews4.com/news/nation-world/texas-residents-react-to-pick-your-ride-initiative-to-deter-drunk-driving-new-years-eve-holidays-police-car-drink-and-drive-well-district-attorney-holiday-weekend-uber-rideshare,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157684,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,042,042,04,0.425985090521833,https://www.journalgazette.net/local/police-fire/wells-county-girl-found-safe-in-wisconsin-three-arrested/article_607d814a-a82c-11ee-9ea5-d37ff2a3e1bf.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157685,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,042,042,04,0.0,https://accesswdun.com/article/2023/12/1220913/forsyth-county-public-library-to-host-discussions-on-global-politics,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157686,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,042,042,04,1.90097708293439,https://www.justjared.com/2023/12/31/cnns-new-years-eve-2024-with-andy-cohen-anderson-cooper-full-list-of-performers-celebrity-guests-revealed/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157687,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,042,042,04,0.406235548383458,https://screenrant.com/harry-potter-chamber-of-secrets-scenes-important-later/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157688,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,042,042,04,0.747339176354335,https://www.theblaze.com/columns/opinion/macintyre-you-gotta-serve-somebody,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157689,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,043,043,04,6.8235294117647,https://103gbfrocks.com/ixp/76/p/this-stunning-underground-waterfall-in-tennessee-is-the-tallest-in-the-united-states/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157690,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,084,084,08,-11.7647058823529,https://www.1039wvbo.com/news/illinois-babysitter-charged-after-allegedly-stabbing-2-young-girls/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157691,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,084,084,08,-11.7647058823529,https://www.1039wvbo.com/news/illinois-babysitter-charged-after-allegedly-stabbing-2-young-girls/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157692,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,084,084,08,-11.7647058823529,https://www.1039wvbo.com/news/illinois-babysitter-charged-after-allegedly-stabbing-2-young-girls/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157693,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,084,084,08,-11.7647058823529,https://www.1039wvbo.com/news/illinois-babysitter-charged-after-allegedly-stabbing-2-young-girls/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157694,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,0841,084,08,0.0,https://www.journalgazette.net/local/police-fire/wells-county-girl-found-safe-in-wisconsin-three-arrested/article_607d814a-a82c-11ee-9ea5-d37ff2a3e1bf.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157695,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,100,100,10,-0.948154060579917,https://www.washingtontimes.com/news/2023/dec/31/indiana-republican-todd-huston-calls-for-limited-f/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157696,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,112,112,11,-11.7647058823529,https://www.1039wvbo.com/news/illinois-babysitter-charged-after-allegedly-stabbing-2-young-girls/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157697,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,112,112,11,0.0,https://news.yahoo.com/lauren-boeberts-district-switch-could-225536317.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157698,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,173,173,17,-8.3969465648855,https://sanangelolive.com/news/crime/2023-12-31/san-angelo-man-indicted-drug-fueled-assault-child,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157699,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,183,183,18,-9.47402155189681,https://www.wsls.com/news/2023/12/31/michigan-home-explosion-heard-for-miles-kills-4-and-injures-2-police-say/,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157700,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,190,190,19,-2.59558193572365,https://www.bnd.com/news/nation-world/national/article283700673.html,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157701,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,190,190,19,-8.10023110490485,https://news.yahoo.com/greensboro-officer-killed-while-confronting-215051371.html,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157702,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,190,190,19,-3.125,https://www.meadvilletribune.com/sen-fetterman-says-he-thought-news-about-his-depression-treatment-would-end-his-political-career/article_d99198a0-8cd2-5e00-998a-baa9158f4272.html,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157703,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,190,190,19,-2.8673835125448,https://www.beaumontenterprise.com/news/politics/article/sen-fetterman-says-he-thought-news-about-his-18582470.php,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157704,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,190,190,19,-3.1496062992126,https://www.ketv.com/article/sen-fetterman-thought-depression-treatment-would-end-political-career/46257909,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157705,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,051,051,05,0.0939987127719567,https://www.chron.com/news/houston-texas/article/trailblazer-former-u-s-rep-eddie-bernice-18583073.php,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157706,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,051,051,05,-0.153206108541385,https://www.chron.com/news/houston-texas/article/trailblazer-former-u-s-rep-eddie-bernice-18583073.php,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157707,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,110,110,11,-0.153206108541385,https://www.chron.com/news/houston-texas/article/trailblazer-former-u-s-rep-eddie-bernice-18583073.php,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157708,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,110,110,11,-0.153206108541385,https://www.chron.com/news/houston-texas/article/trailblazer-former-u-s-rep-eddie-bernice-18583073.php,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157709,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,,USA,020,020,02,-5.80046403712297,https://www.bnd.com/news/nation-world/national/article283700673.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157713,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,AFG,USA,042,042,04,0.40241448692153,https://www.duncanbanner.com/community/oklahoma-watch-refugee-students-face-the-same-hurdles-but-get-different-levels-of-support/article_384bf76c-a5c8-11ee-9fb7-43b48f8998d6.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157714,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,AFG,USA,042,042,04,0.40241448692153,https://www.duncanbanner.com/community/oklahoma-watch-refugee-students-face-the-same-hurdles-but-get-different-levels-of-support/article_384bf76c-a5c8-11ee-9fb7-43b48f8998d6.html,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157721,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,AFR,USA,051,051,05,2.79402209226771,https://www.1039wvbo.com/news/these-10-traditional-new-years-eve-foods-all-come-with-a-story/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157754,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,DEU,AUT,DEU,193,193,19,2.79402209226771,https://www.1039wvbo.com/news/these-10-traditional-new-years-eve-foods-all-come-with-a-story/,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157755,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,DEU,AUT,DEU,193,193,19,2.79402209226771,https://www.1039wvbo.com/news/these-10-traditional-new-years-eve-foods-all-come-with-a-story/,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157756,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,GBR,AUT,GBR,030,030,03,-7.48440748440749,https://www.telegraph.co.uk/world-news/2023/12/31/cologne-cathedral-new-years-eve-terrorist-attack-germany/,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157771,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,PHL,BGR,PHL,057,057,05,4.36507936507936,https://business.inquirer.net/439187/cebu-pacific-completes-aircraft-deliveries-for-2023,0,0,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
1149157772,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,USA,BHS,USA,173,173,17,3.23886639676114,https://411mania.com/wrestling/tony-khan-thinks-timeless-toni-storm-one-high-brow-characters-wrestling/,0,1,2024-01-01,gdelt_event_database,2026-08-28T17:47:19.152359+00:00
